Customer_ID,Age,Income_Level,Number_of_Subscriptions,Avg_Usage_Hours_Per_Week,App_Switch_Frequency,Discount_Used,Customer_Support_Interactions,Payment_Mode,Tenure_Months,Device_Type,Satisfaction_Score,Monthly_Total_Spend,Will_Cancel_Next_3_Months
5925,59,Low,11,11.0,6,0,9,Wallet,12,iOS,2,522.89,1
5926,38,Medium,6,17.8,9,1,7,Wallet,11,Android,8,463.04,0
5927,54,Low,4,5.1,3,0,2,Debit Card,35,iOS,6,229.28,0
5928,44,Medium,11,6.0,11,0,6,Wallet,44,Android,5,754.32,1
5929,46,Medium,3,6.4,9,1,8,Debit Card,23,iOS,10,555.54,0
5930,37,High,6,8.9,12,1,7,Wallet,21,Android,2,898.04,1
5931,42,Medium,9,7.6,6,0,5,Credit Card,28,Android,2,761.7,0
5932,23,Medium,8,6.5,2,0,4,Credit Card,7,iOS,6,515.58,0
5933,53,High,2,9.8,10,0,6,Wallet,13,iOS,5,384.2,0
5934,19,High,3,9.2,9,0,8,UPI,31,Web,2,360.58,1
5935,39,Medium,2,11.7,13,0,5,Debit Card,35,Android,1,395.32,0
5936,49,Medium,10,8.4,6,0,1,Credit Card,17,Web,3,877.44,0
5937,33,Medium,7,7.9,2,1,7,UPI,24,Web,9,550.65,0
5938,35,Medium,9,6.7,1,0,3,Wallet,22,Web,8,804.44,0
5939,22,High,1,8.7,0,0,5,Credit Card,10,iOS,10,470.6,0
5940,53,Medium,11,4.9,10,0,1,Debit Card,16,iOS,6,795.61,1
5941,47,Low,3,11.3,5,1,5,Wallet,37,Android,4,259.85,0
5942,62,Low,6,9.9,12,0,1,Wallet,6,Web,8,307.76,0
5943,36,Low,4,8.7,13,0,0,UPI,12,Android,2,351.0,0
5944,40,Low,10,6.8,2,0,4,Credit Card,1,Android,7,745.01,0
5945,51,Low,10,12.9,9,1,3,Debit Card,16,Android,5,518.9,0
5946,30,Medium,1,6.4,11,1,3,Debit Card,34,Web,9,222.64,0
5947,60,Low,9,5.4,10,1,0,Debit Card,37,Android,4,531.42,1
5948,46,Medium,7,7.1,13,0,8,Wallet,27,Android,3,602.28,1
5949,53,Low,11,10.5,1,1,7,Debit Card,5,iOS,10,565.67,0
5950,39,Low,12,12.3,10,0,0,UPI,19,Web,9,615.96,0
5951,64,Medium,7,11.2,2,1,4,Debit Card,11,Android,9,687.58,0
5952,53,High,12,4.1,7,0,8,UPI,37,Android,7,1288.25,1
5953,26,Medium,1,7.8,2,0,0,Debit Card,43,Android,2,292.28,0
5954,56,Medium,9,6.6,3,1,9,Wallet,11,iOS,9,630.38,0
5955,36,Medium,12,9.2,1,0,9,Debit Card,8,Android,5,814.75,0
5956,55,Low,12,7.1,14,0,2,Debit Card,16,Android,6,682.75,0
5957,23,Medium,8,10.3,7,0,3,Debit Card,31,Android,9,834.41,0
5958,64,Low,11,6.6,5,0,1,Credit Card,11,Android,7,600.83,0
5959,32,Medium,12,5.5,8,0,8,Wallet,1,Android,9,970.94,1
5960,37,Medium,10,11.9,13,0,0,Debit Card,47,iOS,3,806.91,1
5961,26,Medium,12,7.9,14,0,3,Wallet,17,Android,9,987.78,0
5962,49,Low,5,10.7,7,0,9,UPI,25,iOS,7,344.26,0
5963,21,Medium,4,4.5,12,0,2,Debit Card,47,iOS,6,296.01,0
5964,35,Low,1,5.1,3,0,9,Credit Card,43,Android,7,265.37,0
5965,22,Low,9,4.2,12,1,8,Wallet,26,Android,4,287.69,1
5966,37,Low,8,5.7,12,0,2,UPI,34,Android,10,238.68,0
5967,40,Medium,2,6.0,7,0,6,UPI,2,Android,8,326.39,0
5968,28,Low,4,5.7,14,1,1,Credit Card,16,iOS,8,421.76,0
5969,54,Medium,4,7.9,0,1,7,Debit Card,31,iOS,4,487.14,0
5970,39,High,7,5.0,10,0,1,Wallet,22,Android,8,946.11,0
5971,21,Low,3,5.7,8,1,9,Debit Card,22,Android,2,195.77,1
5972,46,Medium,8,8.7,4,1,8,UPI,32,Android,1,681.76,1
5973,61,Low,11,13.9,3,0,8,UPI,6,Android,9,568.5,0
5974,51,Medium,7,9.4,4,0,8,UPI,2,Android,8,635.93,0
5975,30,Low,10,9.2,12,0,5,UPI,7,iOS,8,492.43,0
5976,59,High,12,7.2,0,0,6,Credit Card,11,Android,7,1316.32,0
5977,26,Medium,12,2.1,1,1,3,UPI,10,Android,4,1007.47,1
5978,59,Medium,4,7.4,12,1,1,UPI,16,iOS,7,500.87,0
5979,48,Low,9,4.9,1,0,2,UPI,1,Web,6,455.12,0
5980,24,High,6,11.1,14,0,2,Wallet,35,Android,4,798.71,0
5981,21,High,3,12.7,10,0,0,Wallet,38,Android,4,679.39,0
5982,36,Medium,7,5.3,12,0,2,Debit Card,39,iOS,5,646.9,0
5983,59,High,6,7.9,14,1,3,Wallet,10,iOS,5,717.6,0
5984,47,Low,8,3.9,8,0,3,Credit Card,35,Android,10,557.6,1
5985,48,Medium,5,10.5,5,1,2,Debit Card,13,Android,9,493.12,0
5986,52,Medium,6,11.7,2,0,9,Debit Card,42,Android,10,405.92,0
5987,38,Medium,1,9.7,3,1,3,Credit Card,14,iOS,5,369.23,0
5988,48,High,8,9.0,12,0,3,Debit Card,12,Android,4,999.03,1
5989,36,Low,1,7.9,0,0,2,UPI,44,iOS,8,209.93,0
5990,48,Low,3,9.5,14,1,4,UPI,3,iOS,10,311.56,0
5991,49,Low,12,7.2,6,1,2,Wallet,38,Web,9,550.42,0
5992,19,High,2,6.9,6,1,7,UPI,46,Android,5,325.37,0
5993,27,High,6,11.8,12,1,2,Credit Card,11,Android,6,867.99,0
5994,19,Medium,8,10.3,7,1,9,UPI,34,Android,9,692.94,0
5995,19,Medium,8,6.3,0,1,2,UPI,25,Android,1,694.71,0
5996,41,Medium,7,13.4,8,1,7,Debit Card,23,iOS,6,637.99,1
5997,34,Medium,7,5.9,1,0,0,Wallet,8,Web,8,629.8,0
5998,49,Low,8,13.8,12,0,3,UPI,43,Android,2,461.63,1
5999,33,Medium,5,4.1,0,0,2,Credit Card,44,Android,1,601.59,0
6000,33,Medium,3,7.6,0,1,0,Debit Card,27,iOS,4,455.68,0
6001,63,Medium,2,9.4,7,0,0,Wallet,4,iOS,3,451.06,0
6002,56,Low,3,9.0,2,1,6,Credit Card,24,iOS,2,310.84,0
6003,48,Medium,11,8.5,12,1,3,Credit Card,13,Web,8,889.61,0
6004,60,High,11,11.8,5,0,4,Wallet,41,Android,6,1241.19,0
6005,41,Medium,3,9.3,5,0,1,Debit Card,31,iOS,8,246.37,0
6006,18,Medium,12,9.5,10,0,2,Credit Card,14,Android,10,890.99,0
6007,28,Medium,7,6.2,1,0,0,UPI,20,iOS,9,723.88,0
6008,38,Medium,1,10.5,1,0,3,Credit Card,37,iOS,4,231.81,0
6009,21,Medium,7,6.7,0,0,7,Debit Card,22,Android,10,685.0,0
6010,24,Medium,6,11.4,8,0,2,Debit Card,12,iOS,6,435.65,0
6011,43,Medium,11,12.3,0,0,0,UPI,3,Android,8,785.18,0
6012,64,Medium,10,8.2,12,1,3,UPI,32,Android,9,914.46,0
6013,29,Medium,2,9.6,12,1,8,Credit Card,5,Android,7,409.24,0
6014,48,Medium,10,8.9,5,0,9,Debit Card,32,Android,7,690.0,0
6015,34,Medium,1,7.8,11,0,7,Debit Card,12,iOS,1,271.82,1
6016,50,Medium,9,7.3,8,1,9,UPI,28,Android,2,654.72,1
6017,28,High,2,4.6,5,0,2,Credit Card,27,iOS,10,426.09,0
6018,45,Medium,4,6.0,10,0,3,UPI,23,iOS,5,535.15,0
6019,49,High,9,8.3,5,0,4,UPI,4,Web,7,1230.58,0
6020,18,Medium,9,12.3,3,0,6,Wallet,5,iOS,9,679.84,0
6021,64,Low,12,9.0,4,1,0,UPI,38,iOS,10,427.23,0
6022,45,High,11,11.4,12,0,2,Debit Card,45,Android,7,1228.05,0
6023,59,Medium,1,2.8,0,1,0,Debit Card,9,Android,9,219.17,0
6024,24,High,2,12.1,2,0,2,Wallet,9,Android,1,618.83,0
6025,19,Medium,2,10.0,10,0,5,Debit Card,29,iOS,10,218.19,0
6026,59,Low,12,11.1,5,1,8,Debit Card,17,Android,10,603.34,0
6027,41,Medium,2,2.2,1,1,5,Wallet,19,Android,6,406.86,0
6028,21,Medium,8,6.8,0,0,7,Credit Card,2,Android,8,664.01,0
6029,61,High,8,4.9,12,0,3,Wallet,32,Android,2,960.88,1
6030,36,Medium,10,10.1,0,0,4,Debit Card,15,iOS,9,925.27,0
6031,43,Medium,12,9.5,13,0,7,Wallet,41,Android,2,891.76,1
6032,28,Medium,8,10.8,0,1,0,Credit Card,2,Web,1,615.47,0
6033,57,Medium,12,6.9,9,0,7,Debit Card,14,Android,6,862.11,1
6034,60,Low,4,10.5,9,0,1,Debit Card,32,iOS,5,388.56,0
6035,28,Low,8,8.0,11,0,5,Wallet,39,Android,4,420.79,1
6036,62,Low,7,11.5,0,0,3,Wallet,26,iOS,2,470.93,0
6037,20,Low,8,10.1,12,1,9,Debit Card,46,Android,6,416.71,1
6038,29,Low,1,5.8,5,0,9,Debit Card,12,iOS,2,342.1,0
6039,20,Low,3,8.9,13,0,3,Wallet,42,Android,5,432.92,0
6040,59,High,10,3.8,9,0,4,Credit Card,26,iOS,9,1215.89,1
6041,44,Low,6,11.6,3,0,0,UPI,36,iOS,1,337.24,0
6042,19,Low,1,10.0,3,0,3,UPI,12,Android,7,117.9,0
6043,33,Low,4,10.1,13,1,7,UPI,33,iOS,2,368.48,1
6044,19,Medium,9,10.8,3,1,8,Debit Card,26,Android,3,733.93,1
6045,47,Medium,7,8.7,7,1,1,UPI,23,Android,1,652.43,0
6046,37,Low,1,3.6,6,0,5,Wallet,13,iOS,8,175.09,0
6047,55,Medium,12,10.9,4,0,4,Credit Card,37,iOS,10,838.07,0
6048,45,Medium,6,5.8,13,0,7,Credit Card,40,Android,3,629.55,1
6049,42,Medium,6,5.5,14,0,7,Credit Card,28,iOS,3,573.6,1
6050,49,Medium,12,10.3,6,1,7,Wallet,34,iOS,9,979.96,0
6051,27,Medium,2,6.4,7,0,9,UPI,41,Android,5,518.24,0
6052,59,Low,6,8.5,9,0,0,Credit Card,19,Android,6,450.42,0
6053,57,Medium,10,10.2,7,0,9,Debit Card,46,Android,8,1048.57,0
6054,50,High,2,10.1,10,1,3,Credit Card,25,Android,8,460.86,0
6055,30,Medium,8,11.3,6,1,1,Wallet,35,Android,6,798.85,0
6056,58,Low,7,6.3,6,0,3,UPI,21,iOS,7,443.29,0
6057,59,High,6,7.1,12,1,5,UPI,6,Android,1,674.85,0
6058,64,Medium,10,9.1,13,0,3,Wallet,16,Android,10,889.72,0
6059,54,Low,6,4.1,8,1,4,Wallet,24,iOS,4,368.15,1
6060,33,Medium,9,5.6,10,0,2,UPI,16,Android,6,684.52,0
6061,62,Medium,9,5.3,14,0,1,UPI,30,Android,8,621.57,0
6062,39,High,10,1.7,14,0,6,Credit Card,28,iOS,7,1266.33,1
6063,37,Medium,10,6.4,4,0,5,Credit Card,10,Android,10,853.23,0
6064,60,Low,2,8.0,7,1,2,Debit Card,17,Android,6,254.92,0
6065,44,Medium,3,8.5,1,1,9,Credit Card,20,Android,5,459.59,0
6066,58,High,10,6.6,11,1,8,Wallet,36,Android,5,1324.44,1
6067,33,Low,7,5.4,14,0,5,Wallet,24,iOS,5,487.69,0
6068,51,High,11,7.6,12,1,4,Debit Card,16,Android,5,1410.54,0
6069,49,Medium,10,6.5,7,0,7,Wallet,20,Android,6,776.68,0
6070,43,Medium,12,0.9,0,0,1,UPI,26,iOS,5,956.37,0
6071,42,Medium,9,5.4,8,0,5,Wallet,29,Android,5,854.74,0
6072,19,Medium,12,8.9,0,0,5,Wallet,22,iOS,1,935.03,0
6073,29,Medium,6,8.0,13,0,6,Debit Card,20,Android,3,504.46,1
6074,57,High,11,8.6,7,1,2,Credit Card,32,Android,1,1240.49,0
6075,26,Low,1,9.8,14,1,5,UPI,29,iOS,3,148.14,0
6076,29,Medium,11,8.8,2,0,2,Credit Card,23,iOS,1,861.27,0
6077,43,Low,7,8.3,13,0,7,UPI,34,Android,6,590.76,1
6078,26,Low,11,6.8,3,0,4,Debit Card,12,Android,6,495.63,0
6079,27,Medium,1,5.9,14,0,5,Credit Card,19,Android,6,216.59,0
6080,49,Low,5,8.2,12,0,8,UPI,17,Android,7,507.04,0
6081,51,Medium,9,4.9,10,0,8,Credit Card,39,Android,10,549.46,1
6082,65,Medium,10,10.1,12,0,4,UPI,22,Android,1,577.77,1
6083,37,High,11,5.1,9,1,9,Credit Card,10,iOS,10,1328.13,1
6084,56,Low,10,12.2,6,1,6,Debit Card,18,iOS,10,531.84,0
6085,19,Low,9,7.8,14,1,5,Credit Card,5,Android,8,567.48,0
6086,18,Low,1,11.4,9,0,9,Wallet,1,Android,4,361.26,1
6087,53,High,6,4.8,12,0,3,Wallet,26,Android,9,821.22,0
6088,41,Medium,3,12.9,2,0,0,Credit Card,25,Android,2,201.0,0
6089,44,Low,12,4.7,8,1,3,UPI,13,Android,2,648.23,1
6090,19,High,9,7.8,2,0,1,Credit Card,39,Android,8,917.05,0
6091,48,High,12,4.1,7,0,7,Debit Card,39,Web,1,1410.52,1
6092,31,High,3,8.1,7,1,1,Credit Card,46,iOS,4,583.86,0
6093,19,Low,2,7.6,13,0,8,UPI,12,Android,7,259.98,0
6094,46,Medium,8,1.1,2,0,9,Credit Card,20,Android,4,693.58,1
6095,32,Medium,3,8.4,12,1,5,Wallet,6,iOS,9,408.26,0
6096,29,Medium,5,9.6,2,0,4,Debit Card,18,iOS,3,378.36,0
6097,54,Low,12,5.4,9,0,8,Credit Card,2,Android,5,547.56,1
6098,45,Low,6,7.1,4,1,1,UPI,9,iOS,3,557.28,0
6099,37,High,12,7.3,7,1,0,Credit Card,33,Android,3,1412.26,0
6100,56,Low,10,13.0,5,1,8,Debit Card,1,Android,6,456.63,0
6101,41,Medium,10,8.6,4,0,9,Wallet,11,Android,6,940.12,0
6102,38,Medium,1,6.4,4,0,3,Wallet,22,Web,2,433.88,0
6103,27,Medium,7,4.7,10,0,1,Wallet,4,iOS,5,482.16,1
6104,63,Medium,11,2.9,11,0,5,Credit Card,21,Android,7,769.77,1
6105,31,Medium,7,7.6,5,1,0,UPI,29,iOS,1,526.92,0
6106,54,Medium,5,8.4,7,0,3,Debit Card,20,Android,3,602.74,0
6107,35,Medium,9,4.4,5,0,3,Credit Card,5,iOS,3,734.51,1
6108,41,Low,11,3.7,6,1,9,Debit Card,27,Android,7,572.4,1
6109,31,Medium,2,9.4,8,1,6,UPI,43,Web,5,326.7,0
6110,51,Medium,5,10.9,6,1,2,Wallet,33,Web,1,627.94,0
6111,29,Medium,2,7.1,13,0,7,Debit Card,18,Android,6,257.47,0
6112,39,Medium,2,9.5,8,0,1,Debit Card,22,Android,10,239.14,0
6113,23,Low,12,7.7,9,1,3,Debit Card,44,Android,7,533.99,0
6114,53,Medium,11,15.8,12,0,7,UPI,41,Android,6,816.8,1
6115,62,Low,9,7.8,0,0,3,Debit Card,37,Android,1,454.46,0
6116,53,High,7,12.1,2,0,4,Credit Card,46,Android,6,822.59,0
6117,39,High,4,9.7,5,1,9,Debit Card,18,iOS,7,864.64,0
6118,31,Low,11,6.4,14,0,7,Credit Card,21,Android,7,422.39,1
6119,33,Low,8,9.8,2,1,7,Debit Card,6,Android,4,263.88,1
6120,53,Medium,11,7.8,10,0,4,Credit Card,28,iOS,1,920.46,1
6121,42,High,11,4.9,13,0,5,UPI,2,iOS,4,1261.61,1
6122,49,Medium,4,8.3,1,0,8,UPI,15,iOS,2,518.21,0
6123,50,Medium,1,6.7,4,0,1,Debit Card,46,Android,3,86.39,0
6124,62,Medium,12,7.9,0,0,2,Credit Card,11,iOS,8,996.43,0
6125,53,Low,10,7.8,4,1,8,Debit Card,11,iOS,5,516.54,0
6126,37,Medium,3,7.3,12,0,2,Wallet,26,Android,3,428.49,0
6127,35,Low,10,5.1,10,1,4,Wallet,27,Android,10,396.52,0
6128,55,Medium,12,11.7,7,0,2,Debit Card,43,Android,1,861.43,0
6129,20,Low,1,7.8,8,1,9,Wallet,23,iOS,3,373.33,1
6130,40,Medium,2,8.7,9,1,3,Debit Card,8,iOS,6,309.78,0
6131,49,High,2,7.4,12,0,2,Credit Card,46,Android,2,351.84,0
6132,62,Medium,7,6.8,5,1,9,Credit Card,20,Android,10,724.46,0
6133,33,Medium,4,8.6,3,1,3,Debit Card,34,Android,6,322.32,0
6134,22,Low,10,12.2,2,0,0,UPI,26,Android,1,508.69,0
6135,21,Medium,12,3.3,7,1,7,UPI,1,iOS,6,819.78,1
6136,38,Low,9,4.7,11,1,9,Wallet,45,Web,2,721.12,1
6137,57,Medium,2,7.0,14,0,6,UPI,24,Android,2,312.45,1
6138,31,Low,9,5.6,1,0,5,Credit Card,41,Web,3,559.19,0
6139,56,Low,6,14.0,7,1,6,Wallet,29,Android,7,242.31,0
6140,48,Low,10,7.0,6,0,7,Credit Card,11,iOS,8,641.22,0
6141,31,Low,8,9.4,1,0,0,Debit Card,8,Android,7,373.7,0
6142,23,Medium,7,7.1,1,0,6,Credit Card,30,Android,1,581.12,1
6143,29,Medium,11,0.4,1,0,8,Debit Card,15,Android,8,1196.09,1
6144,33,Low,8,6.8,14,0,3,UPI,18,iOS,6,482.25,0
6145,34,Medium,9,4.5,0,0,1,Debit Card,25,Android,7,856.08,0
6146,62,Medium,12,9.0,6,0,0,Credit Card,47,Android,6,711.32,0
6147,40,Medium,8,7.1,7,0,7,UPI,11,Android,10,582.14,0
6148,31,High,6,5.7,6,0,8,Wallet,46,Web,2,822.61,0
6149,24,Low,8,7.7,14,1,2,Credit Card,9,iOS,10,504.62,0
6150,63,Low,8,6.7,3,0,7,UPI,32,Android,9,397.7,0
6151,49,Medium,2,11.1,10,1,7,Wallet,12,iOS,3,104.22,1
6152,32,High,2,9.7,14,0,0,Wallet,47,Android,5,376.56,0
6153,61,Medium,11,13.2,11,0,7,Credit Card,42,Android,6,861.59,1
6154,34,High,1,10.2,8,1,1,Wallet,23,Android,8,221.64,0
6155,58,Medium,10,9.5,12,0,1,Wallet,24,Web,3,891.04,1
6156,64,Medium,2,9.8,1,0,3,Credit Card,19,Android,8,515.8,0
6157,61,Medium,7,10.2,4,0,9,UPI,10,Web,2,550.55,1
6158,51,Medium,11,2.6,14,0,6,UPI,18,Web,3,950.43,1
6159,22,Medium,3,9.6,1,1,1,UPI,15,Android,4,390.65,0
6160,62,Medium,4,3.2,2,0,4,Wallet,30,Web,10,379.94,0
6161,44,Medium,4,2.3,1,0,3,Debit Card,47,Android,2,374.57,0
6162,40,Medium,4,4.7,7,1,5,Debit Card,34,Web,2,384.55,0
6163,57,Low,2,8.8,14,0,2,Credit Card,42,Android,10,308.29,0
6164,31,Medium,11,4.1,9,0,8,Credit Card,39,Android,1,1072.26,1
6165,32,Medium,6,9.5,13,0,0,UPI,13,iOS,1,600.48,0
6166,60,High,1,12.9,12,0,7,Wallet,42,Android,9,352.86,0
6167,50,Medium,12,7.1,5,1,5,Credit Card,23,Web,3,732.35,0
6168,48,Low,5,8.6,4,1,3,UPI,45,iOS,1,303.3,0
6169,52,Low,2,5.9,4,0,8,Wallet,22,Android,10,262.9,0
6170,34,Medium,9,4.3,8,0,0,UPI,27,Android,8,757.42,1
6171,45,Low,2,7.4,1,0,8,Credit Card,5,iOS,9,333.56,0
6172,36,High,6,5.7,12,0,1,UPI,11,Android,2,686.64,0
6173,63,Low,4,6.6,0,0,5,Credit Card,40,Android,4,344.98,0
6174,40,High,6,5.8,5,1,7,Wallet,6,iOS,9,874.79,0
6175,49,Medium,2,4.0,7,1,1,Wallet,3,Web,3,169.29,0
6176,57,High,12,7.6,7,0,4,Wallet,32,Android,7,1381.74,0
6177,30,Low,2,2.2,5,1,9,UPI,10,Android,7,163.19,0
6178,37,Medium,12,9.5,2,0,9,Wallet,40,iOS,5,1033.22,0
6179,52,Low,7,2.9,2,1,3,Debit Card,20,Android,5,597.65,0
6180,22,Low,3,6.2,1,0,4,UPI,18,Web,6,218.3,0
6181,26,Low,3,11.5,12,1,9,Credit Card,34,iOS,1,570.16,1
6182,46,Medium,7,10.1,1,1,3,Debit Card,18,Android,9,561.65,0
6183,23,Low,8,8.0,1,0,2,Credit Card,2,Web,2,497.37,0
6184,42,High,7,14.6,6,1,3,UPI,13,iOS,10,848.14,0
6185,48,Low,3,8.3,14,0,4,UPI,46,Android,4,260.78,0
6186,39,Medium,3,11.2,9,0,0,Credit Card,13,Android,4,348.84,0
6187,19,Low,7,6.1,8,0,3,Credit Card,47,iOS,2,423.42,1
6188,62,Medium,3,-0.7,9,0,8,Debit Card,26,iOS,1,351.43,1
6189,22,Low,2,8.7,13,0,7,Debit Card,12,Android,2,215.68,1
6190,44,High,7,9.3,10,1,4,Debit Card,12,iOS,4,787.47,1
6191,42,Medium,3,9.2,12,0,2,Credit Card,12,iOS,4,464.87,0
6192,25,High,5,3.7,6,0,1,Credit Card,44,Android,8,558.53,0
6193,18,Low,7,16.9,11,0,7,Credit Card,23,iOS,1,419.21,1
6194,37,Medium,2,4.7,7,0,7,Credit Card,18,Android,1,268.86,1
6195,61,Medium,8,8.3,11,1,4,Credit Card,24,Android,4,623.78,1
6196,40,High,2,8.8,11,1,6,UPI,47,Android,3,406.35,1
6197,49,Medium,4,10.5,4,0,0,UPI,27,iOS,7,509.22,0
6198,28,High,4,5.9,1,0,5,UPI,6,Android,3,579.55,0
6199,56,Low,8,9.6,13,1,9,Debit Card,40,iOS,8,348.1,1
6200,64,Medium,11,12.9,7,0,8,Wallet,45,Android,1,948.04,1
6201,41,Low,1,6.6,4,1,6,Wallet,3,Android,3,227.81,0
6202,28,Low,12,6.5,12,0,4,UPI,31,Android,3,546.09,1
6203,46,Medium,9,5.0,13,0,5,Credit Card,46,Android,9,650.71,0
6204,43,High,6,8.7,8,0,6,UPI,32,Android,8,822.57,0
6205,33,High,4,5.3,5,0,5,Credit Card,28,Android,7,678.29,0
6206,52,Medium,6,10.1,12,1,4,UPI,9,iOS,8,634.84,0
6207,37,High,6,6.6,6,0,1,Debit Card,34,Android,7,923.75,0
6208,63,Medium,9,7.3,0,0,2,Wallet,27,Android,5,834.24,0
6209,20,Medium,11,5.0,7,0,3,Wallet,27,Web,1,777.38,0
6210,18,Low,12,14.5,6,0,4,Credit Card,25,Android,7,526.84,0
6211,64,Medium,4,8.3,6,1,0,Credit Card,42,iOS,6,399.29,0
6212,18,Low,8,4.5,6,0,9,UPI,19,Android,4,360.0,1
6213,34,Low,1,8.8,14,0,6,UPI,14,Android,6,306.05,0
6214,19,Medium,6,2.9,6,1,7,Debit Card,40,Android,10,536.59,0
6215,46,High,5,6.0,14,1,6,Wallet,19,iOS,8,595.74,0
6216,37,Medium,3,9.3,10,0,4,Credit Card,12,Android,4,178.99,0
6217,23,High,4,9.6,0,0,0,UPI,31,Web,8,764.26,0
6218,25,High,8,10.7,11,1,8,UPI,36,Web,8,949.6,1
6219,46,Low,11,11.9,8,1,1,Credit Card,25,Android,9,524.81,0
6220,65,Medium,11,7.5,6,1,9,Debit Card,6,iOS,4,813.76,1
6221,50,Medium,10,10.7,6,1,0,Credit Card,14,Android,3,738.22,0
6222,20,High,11,10.4,10,1,1,Credit Card,7,Android,2,1449.94,1
6223,52,High,2,10.5,12,1,3,Debit Card,29,Android,5,364.39,0
6224,22,Medium,8,3.6,11,1,1,Credit Card,26,Android,1,658.32,1
6225,44,Medium,7,8.8,0,0,5,Credit Card,34,iOS,8,735.93,0
6226,61,Medium,1,7.1,5,0,7,UPI,39,iOS,8,254.01,0
6227,29,Low,2,11.9,9,0,8,Debit Card,36,iOS,7,279.4,0
6228,37,Low,7,8.3,7,0,7,Wallet,11,iOS,6,192.69,0
6229,62,Medium,11,6.8,13,0,7,Debit Card,12,Web,4,765.07,1
6230,37,High,11,7.1,4,0,8,Debit Card,17,Android,4,1132.17,1
6231,26,High,3,6.9,11,1,7,UPI,43,Android,4,542.55,1
6232,56,Low,2,8.5,11,1,1,Wallet,41,Android,3,180.89,0
6233,21,Medium,1,9.0,0,0,6,Debit Card,23,Android,2,114.17,0
6234,36,High,7,7.4,12,0,2,Credit Card,31,iOS,3,826.02,1
6235,55,Medium,3,7.0,4,1,0,Credit Card,18,Android,6,465.59,0
6236,44,Low,6,5.1,14,1,9,Credit Card,26,Web,3,399.08,1
6237,62,Medium,10,12.3,1,1,8,Wallet,23,Android,4,783.56,1
6238,60,Medium,8,7.2,1,1,7,Debit Card,8,Android,6,655.6,0
6239,30,Medium,6,8.7,3,1,5,Debit Card,23,Android,8,539.64,0
6240,30,Medium,7,9.2,13,0,1,Debit Card,11,Android,10,603.27,0
6241,39,High,11,8.8,11,1,0,Wallet,31,Web,4,1206.34,1
6242,45,Low,6,6.6,10,1,9,UPI,19,iOS,2,207.8,1
6243,64,Medium,7,9.8,3,1,5,UPI,22,Android,1,521.32,0
6244,62,Medium,5,12.3,14,0,4,Wallet,41,iOS,8,326.8,0
6245,39,Low,9,10.0,9,1,1,Credit Card,17,Android,8,486.12,0
6246,60,High,3,9.3,6,0,0,Credit Card,27,iOS,1,518.09,0
6247,36,Low,6,9.9,8,1,2,Debit Card,31,Android,6,428.39,0
6248,25,Medium,9,8.2,10,1,4,Debit Card,17,Android,1,825.35,1
6249,25,High,1,7.2,11,0,8,Debit Card,17,iOS,7,364.55,0
6250,59,Low,5,13.7,1,1,7,UPI,44,iOS,10,244.28,0
6251,43,High,4,12.6,7,1,8,Credit Card,34,Android,3,577.92,0
6252,65,Medium,9,6.6,13,0,4,Credit Card,35,iOS,10,725.45,0
6253,43,Low,11,11.4,7,1,3,UPI,11,Android,10,469.33,0
6254,40,High,11,9.4,10,0,2,Wallet,20,Android,8,1231.18,0
6255,60,Low,1,8.4,7,0,2,Debit Card,4,iOS,8,165.53,0
6256,30,Medium,4,12.5,8,0,3,Wallet,3,Android,2,422.11,0
6257,45,Low,1,8.4,8,0,4,Wallet,8,Android,10,362.51,0
6258,26,Low,3,8.8,13,0,9,Debit Card,36,Android,7,328.0,0
6259,37,High,4,9.5,9,0,6,Wallet,36,iOS,10,661.74,0
6260,36,Medium,1,4.3,6,0,8,Wallet,43,iOS,1,308.4,1
6261,65,Low,5,8.8,4,0,3,Debit Card,19,iOS,2,356.14,0
6262,56,Medium,6,3.8,6,1,4,Wallet,20,Android,1,297.79,0
6263,29,Medium,1,9.8,13,0,4,Credit Card,5,Android,4,484.33,0
6264,32,High,10,9.6,6,1,3,Credit Card,26,iOS,10,1197.13,0
6265,48,Medium,11,11.5,9,0,2,Wallet,22,Android,6,939.24,0
6266,31,High,10,9.9,9,0,6,Wallet,26,iOS,1,1126.07,1
6267,28,Medium,12,15.7,6,1,4,Debit Card,10,Web,1,956.4,0
6268,43,Medium,12,3.8,7,0,1,Wallet,24,iOS,10,863.72,0
6269,59,High,4,7.9,14,0,8,Wallet,36,iOS,4,765.27,1
6270,44,Low,4,11.1,1,1,0,UPI,32,Android,10,193.02,0
6271,28,Low,1,11.4,12,1,3,Debit Card,25,Android,2,156.62,0
6272,55,Low,2,6.3,3,0,6,Wallet,42,Web,6,224.17,0
6273,51,Low,11,11.6,11,0,7,UPI,15,Web,4,531.67,1
6274,60,Low,10,3.6,8,1,9,Credit Card,39,Android,2,572.64,1
6275,36,Medium,5,5.6,3,0,5,Credit Card,34,iOS,8,591.97,0
6276,23,Medium,2,9.2,1,0,6,Credit Card,44,Android,7,172.63,0
6277,63,Medium,3,8.8,6,1,8,Credit Card,16,iOS,3,312.12,0
6278,55,Medium,9,11.8,5,0,5,Debit Card,47,Android,1,789.68,0
6279,59,Low,5,10.7,3,0,6,Credit Card,44,Web,7,330.91,0
